code,name,type
I04.958,ovalbumin,real
I04.958,plakalbumin,alternative
I04.958,l-ovalbumin,alternative
I04.959,"serpina3g ({Mus musculus})",real
I04.960,"serpinb3c ({Mus musculus})",real
I04.961,"serpinb3D ({Mus musculus})",real
I04.962,"squamous cell carcinoma antigen 2 (mouse-type)",real
I04.962,"SCCA2 protein ({Mus musculus})",alternative
I04.962,"SERPINB4 ({Mus musculus})",alternative
I04.962,serpinb4,alternative
I04.963,"serine proteinase inhibitor MBM2a",real
I04.963,"Spi15 ({Mus musculus})",alternative
I04.964,"serine proteinase inhibitor MBM17",real
I04.964,"Spi16 ({Mus musculus})",alternative
I04.966,SERPINA13,real
I04.966,"LOC122500 protein ({Homo sapiens})",alternative
I04.967,"sequenced derived from EST ({Mus musculus})",real
I04.968,"0610012A11Rik protein ({Mus musculus}) and similar",real
I04.968,"LOC299272 protein ({Rattus norvegicus})",alternative
I04.969,LOC194602,real
I04.969,"LOC328146 protein ({Mus musculus})",alternative
I04.970,"LOC194603 protein ({Mus musculus}) and similar",real
I04.970,"LOC314406 protein ({Rattus norvegicus})",alternative
I04.971,"LOC194604 protein ({Mus musculus}) and similar",real
I04.971,"LOC299271 protein ({Rattus norvegicus})",alternative
I04.972,"E130113E03Rik protein ({Mus musculus}) and similar",real
I04.973,"LOC227458 protein ({Mus musculus})",real
I04.974,"LOC227460 protein ({Mus musculus})",real
I04.975,"LOC227462 protein ({Mus musculus})",real
I04.976,"LOC238568 protein ({Mus musculus})",real
I04.977,LOC207365,real
I04.977,"LOC193405 protein ({Mus musculus})",alternative
I04.977,"LOC291087 protein ({Rattus norvegicus})",alternative
I04.978,"LOC232830 protein ({Mus musculus})",real
I04.979,"pigment epithelium derived factor",real
I04.979,PEDF,alternative
I04.979,"capsin ({Mus musculus})",alternative
I04.979,"SERPINF1 g.p. ({Homo sapiens})",alternative
I04.980,maspin,real
I04.980,"protease inhibitor 5",alternative
I04.980,"SERPINB5 g.p. ({Homo sapiens})",alternative
I04.981,"serpin A14",real
I04.981,"uterine serpin",alternative
I04.981,UTMP,alternative
I04.UNW,"family I4 unassigned peptidase inhibitor homologues",real
I04.UNW,"BmSPN2 g.p. ({Brugia malayi})",alternative
I04.UNW,"ovalbumin-related protein X ({Galus galus})",alternative
I04.UNW,"ovalbumin-related protein Y ({Galus galus})",alternative
I04.UNW,"OVAX g.p. ({Gallus gallus})",alternative
I04.UNW,"OVAY g.p. ({Gallus gallus})",alternative
I04.UNW,"serpin B pseudogene 1",alternative
I04.UNW,"serpin BP1 pseudogene",alternative
I04.UNW,"serpin 27A ({Drosophila melanogaster})",alternative
I04.UNW,"serpin RAS ({Rhiphicephalus appendiculatus})",alternative
I04.UNW,"SRPN10 serpin ({Anopheles} sp.)",alternative
I04.UNW,"serpinb3c ({Mus musculus})",alternative
I04.UNW,"SERPINBP1 g.p. ({Homo sapiens})",alternative
I04.UPW,"family I4 unassigned peptidase inhibitors",real
I04.UPW,"AbSERPIN-1 ({Haliotis discus})",alternative
I04.UPW,"AbSERPIN-2 ({Haliotis discus})",alternative
I04.UPW,"AbSERPIN-3 ({Haliotis discus})",alternative
I04.UPW,"ANISERP ({Anisakis simplex})",alternative
I04.UPW,"apserpin-14 ({Antheraea pernyi})",alternative
I04.UPW,"As_SRP-1 ({Ascaris suum})",alternative
I04.UPW,"Bmserpin-15 ({Bombyx mori})",alternative
I04.UPW,celpin,alternative
I04.UPW,"contrapsin-related protein MC-7",alternative
I04.UPW,dHC-serpin,alternative
I04.UPW,LEX032,alternative
I04.UPW,"EnSerp1 ({Eudiplozoon nipponicum})",alternative
I04.UPW,"esserpin ({Eriocheir sinensis})",alternative
I04.UPW,HLS2,alternative
I04.UPW,"jellypin ({Cyanea capillata})",alternative
I04.UPW,"{Hyphantria cunea} serpin",alternative
I04.UPW,"limulus intracellular coagulation inhibitor type 1",alternative
I04.UPW,"limulus intracellular coagulation inhibitor type 2",alternative
I04.UPW,"limulus intracellular coagulation inhibitor type 3",alternative
I04.UPW,"lospin ({Amblyomma americanum})",alternative
I04.UPW,"Lvserpin3 ({Litopenaeus vannamei})",alternative
I04.UPW,"MDSPI16 ({Musca domestica})",alternative
I04.UPW,"MjSerp1 ({Marsupenaeus japonicus})",alternative
I04.UPW,"MSP22.8 ({Mytilus galloprovincialis})",alternative
I04.UPW,"Mug1 g.p. ({Mus musculus})",alternative
I04.UPW,murinoglobulin,alternative
I04.UPW,"OoSerpin ({Octopus ocellatus})",alternative
I04.UPW,"PinA ({Clostridium thermocellum})",alternative
I04.UPW,"PtSerpin ({Portunus trituberculatus})",alternative
I04.UPW,"ranaserpin ({Rana grahami})",alternative
I04.UPW,"RMS-3 serpin ({Boophilus microplus})",alternative
I04.UPW,"RmS-3 serpin ({Rhipicephalus microplus})",alternative
I04.UPW,"RmS-6 serpin ({Rhipicephalus microplus})",alternative
I04.UPW,"RmS-15 serpin ({Rhipicephalus microplus})",alternative
I04.UPW,"RmS-17 serpin ({Rhipicephalus microplus})",alternative
I04.UPW,"serpin 12 ({Antheraea pernyi})",alternative
I04.UPW,"serpin16 ({Bombyx mori})",alternative
I04.UPW,"serpin32 ({Bombyx mori})",alternative
I04.UPW,"SRPN18 ({Anopheles gambiae})",alternative
I04.UPW,"serpin-1J ({Manduca sexta})",alternative
I04.UPW,"serpin-12 ({Manduca sexta})",alternative
I04.UPW,"serpin-2 ({Haemaphysalis longicornis })",alternative
I04.UPW,"serpin CI-8 ({Bombyx mori})",alternative
I04.UPW,"serpin Hesp018 {Hemileuca} sp. nucleopolyhedrovirus",alternative
I04.UPW,"siropin 1 ({Eubacterium sireaum})",alternative
I04.UPW,"siropin 2 ({Eubacterium sireaum})",alternative
I04.UPW,"Sj serpin ({Schistosoma japonicum})",alternative
I04.UPW,"SjB6 serpin ({Schistosoma japonicum})",alternative
I04.UPW,"Sj10 ({Schistosoma japonicum})",alternative
I04.UPW,"SmSrpQ ({Schistosoma mansoni})",alternative
I04.UPW,"serpin IxscS-1E1 ({Ixodes scapularis})",alternative
I04.UPW,"serpin Sc-SRP-6 ({Steinernema carpocapsae})",alternative
I04.UPW,"serpin SMSB4 ({Sarcoptes scabiei})",alternative
I04.UPW,"serpin SPN93 ({Tenebrio molitor})",alternative
I04.UPW,"SRPN14 g.p. ({Anopheles sinensis})",alternative
I04.UPW,"tengpin ({Thermoanaerobacter tengcongensis})",alternative
I04.UPW,"Tp-serpin ({Trichinella pseudospiralis})",alternative
I04.UPW,"vioserpin ({Gloeobacter violaceus})",alternative
I05.001,"ascidian trypsin inhibitor",real
I05.001,ATI,alternative
I05.001,"{Halocynthia} trypsin inhibitor",alternative
I05.UNW,"family I5 unassigned peptidase inhibitor homologues",real
I05.UPW,"family I5 unassigned peptidase inhibitors",real
I06.001,"maize trypsin/factor XIIa inhibitor",real
I06.001,"corn trypsin/alpha-amylase inhibitor",alternative
I06.001,"corn trypsin inhibitor",alternative
I06.001,CTI,alternative
I06.002,"barley trypsin/factor XIIa inhibitor",real
I06.002,"barley trypsin/alpha-amylase inhibitor",alternative
I06.003,"ragi seed trypsin/alpha-amylase inhibitor",real
I06.003,"trypsin/alpha-amylase inhibitor ({Eleusine coracana})",alternative
I06.004,"wheat trypsin/alpha-amylase inhibitor",real
I06.004,WCI,alternative
I06.004,"wheat chymotrypsin inhibitor",alternative
I06.UNW,"family I6 unassigned peptidase inhibitor homologues",real
I06.UPW,"family I6 unassigned peptidase inhibitors",real
I06.UPW,"soap nut trypsin inhibiitor ({Sapindus trifoliatus})",alternative
I07.001,"trypsin inhibitor MCTI-1 ({Momordica charantia})",real
I07.001,"bitter gourd trypsin inhibitor I",alternative
I07.001,"MCTI-1 trypsin inhibitor",index
I07.002,"elastase inhibitor MCEI ({Momordica charantia})",real
I07.002,"elastase inhibitor I (bitter gourd)",alternative
I07.002,"MCEI-I trypsin inhibitor",alternative
I07.002,"MCEI-II trypsin inhibitor",alternative
I07.002,"MCEI-III trypsin inhibitor",alternative
I07.002,"MCEI-IV trypsin inhibitor",alternative
I07.003,"trypsin inhibitor EETI-II ({Ecballium elaterium})",real
I07.003,"{Ecballium} trypsin inhibitor II",alternative
I07.003,"EETI-II trypsin inhibitor",index
I07.004,"macrocyclic squash trypsin inhibitor ({Momordica cochinchinensis})",real
I07.004,MCoTI,alternative
I07.004,MCoTI-I,alternative
I07.004,MCoTI-II,alternative
I07.004,MCoTI-III,alternative
I07.004,"trypsin inhibitor ({Momordica cochinchinensis})",index
I07.005,"trypsin inhibitor CMTI-I ({Cucurbita maxima})",real
I07.005,"Cucurbita maxima trypsin inhibitor",alternative
I07.005,"CMTI-I trypsin inhibitor",index
I07.006,"trypsin inhibitor CPTI ({Cucurbita pepo})",real
I07.006,"Cucurbita pepo trypsin inhibitor",alternative
I07.006,"CPTI trypsin inhibitor",index
I07.007,"trypsin inhibitor CMTI-III ({Cucurbita maxima})",real
I07.007,"CMTI-III trypsin inhibitor",index
I07.008,"trypsin inhibitor MCTI-II ({Momordica charantia})",real
I07.008,"bitter gourd trypsin inhibitor II",alternative
I07.008,"MCTI-II trypsin inhibitor",index
I07.009,"trypsin inhibitor CVTI-I (Cucurbitaceae)",real
I07.009,"CVTI-I trypsin inhibitor",index
I07.010,"trypsin inhibitor TGTI-I ({Luffa cylindrica})",real
I07.010,"TGTI-I trypsin inhibitor",index
I07.011,"trypsin inhibitor TGTI-II ({Luffa cylindrica})",real
I07.011,"TGTI-II trypsin inhibitor",index
I07.012,"trypsin inhibitor LCTI ({Luffa cylindrica})",real
I07.012,"LCTI-I trypsin inhibitor",alternative
I07.012,"LCTI-II trypsin inhibitor",alternative
I07.013,"trypsin inhibitor CMTI-II ({Cucumis melo})",real
I07.013,"CMTI-I trypsin inhibitor",alternative
I07.013,"CMTI-II trypsin inhibitor",alternative
I07.013,"CMTI-III trypsin inhibitor",alternative
I07.014,"trypsin inhibitor CSTI-IIb ({Cucumis sativus} )",real
I07.014,"CSTI-IIb trypsin inhibitor",index
I07.015,"trypsin inhibitor CSTI-IV ({Cucumis sativus})",real
I07.015,"CSTI-IV trypsin inhibitor",index
I07.016,"trypsin inhibitor BDTI-II ({Bryonia dioica})",real
I07.016,"BDTI-II trypsin inhibitor",index
I07.017,"trypsin inhibitor MRTI-I ({Momordica repens})",real
I07.017,"MRTI-I trypsin inhibitor",index
I07.018,"trypsin inhibitor MCTI-A ({Momordica charantia})",real
I07.018,"MCTI-A trypsin inhibitor",index
I07.019,"trypsin inhibitor CMeTI-B ({Cucumis melo})",real
I07.019,"CMeTI-B trypsin inhibitor",index
I07.020,"trypsin inhibitor TTII ({Trichosanthes kirilowii})",real
I07.020,"trypsin inhibitor TTII",index
I07.021,"trypsin inhibitor MCTI-III ({Momordica charantia})",real
I07.021,"MCTI-III trypsin inhibitor",index
I07.UNW,"family I7 unassigned peptidase inhibitor homologues",real
I07.UPW,"family I7 unassigned peptidase inhibitors",real
I07.UPW,"trypsin inhibitor ELTI ({Echinocystis lobata})",alternative
I07.UPW,"trypsin inhibitor LLDTI ({Lagenaria leucantha})",alternative
I07.UPW,"trypsin inhibitor LA ({Luffa acutangula})",alternative
I07.UPW,"trypsin inhibitor TTII ({Trichosanthes} sp.)",alternative
I08.001,"chymotrypsin/elastase inhibitor ({Ascaris}-type)",real
I08.002,"Acp62F protein ({Drosophila melanogaster})",real
I08.003,"Bombina trypsin inhibitor",real
I08.004,"hookworm coagulation inhibitor",real
I08.004,AceAP1,alternative
I08.004,"hookworm anticoagulant peptide 1",alternative
I08.004,"coagulation factor Xa inhibitor ({Ancylostoma ceylanicum})",alternative
I08.004,"coagulation inhibitor (hookworm)",index
I08.005,"coagulation inhibitor ({Anisakis simplex})",real
I08.006,"inducible metallopeptidase inhibitor ({Galleria mellonella})",real
I08.006,IMPI,alternative
I08.006,"inducible metalloproteinase inhibitor ({Galleria mellonella})",alternative
I08.006,"insect metallopeptidase inhibitor",alternative
I08.007,"Ascaris trypsin inhibitor",real
I08.007,"trypsin inhibitor {Ascaris}",index
I08.008,"cathepsin G/chymotrypsin inhibitor ({Apis mellifera})",real
I08.008,"AMCI-1 ({Apis mellifera})",alternative
I08.008,"AMCI-2 ({Apis mellifera})",alternative
I08.009,"trypsin inhibitor ({Rana areolata})",real
I08.010,"{Ancylostoma caninum} anticoagulant peptide c2",real
I08.010,"anticoagulant protein c2 ({Ancylostoma caninum})",alternative
I08.010,AcAP5,alternative
I08.010,AcAP6,alternative
I08.010,AcAPc2,alternative
I08.010,"NAPc2 inhibitor ({Ancylostoma caninum})",alternative
I08.010,"nematode anticoagulant protein c2",alternative
I08.010,"{Ancylostoma caninum} factor Xa inhibitor",alternative
I08.010,"nematode anticoagulant protein c1",alternative
I08.011,"Egf1.0 peptidase inhibitor",real
I08.012,"AduTIL-1 ({Ancylostoma duodenale})",real
I08.012,"OdmCRP ({Oesophagostomum dentatum})",alternative
I08.013,"SjAPI peptidase inhibitor ({Scorpiops jendeki})",real
I08.050,"Bombyx subtilisin inhibitor",real
I08.050,"BmSPI38 ({Bombyx mori})",alternative
I08.050,"BmSPI39 ({Bombyx mori})",alternative
I08.050,"fungal protease inhibitor F",alternative
I08.050,FPI-F,alternative
I08.950,"von Willebrand factor",real
I08.951,mucin,real
I08.952,"mucin 6",real
I08.953,"mucin 5B",real
I08.954,"von Willebrand factor inhibitor unit 2",real
I08.955,"mucin 6 ({Homo sapiens})",real
I08.UNW,"family I8 unassigned peptidase inhibitor homologues",real
I08.UNW,"anosmin 1",alternative
I08.UNW,crossveinless-2,alternative
I08.UNW,"mucin 5",alternative
I08.UNW,"IgG Fc binding protein",alternative
I08.UNW,"mucin 6",alternative
I08.UNW,SCO-spondin,alternative
I08.UNW,tectorin,alternative
I08.UNW,zonadhesin,alternative
I08.UPW,"family I8 unassigned peptidase inhibitors",real
I08.UPW,"antigen Api m 6 ({Apis mellifera})",alternative
I08.UPW,"Ascaris-type peptidase inhibitor (scorpion venom})",alternative
I08.UPW,"Bombina family trypsin inhibitor ({Apis mellifera})",alternative
I08.UPW,"ixodidin ({Boophilus microplus})",alternative
I09.001,"subtilisin propeptide",real
I09.002,"peptidase A inhibitor 1 ({Pleurotus ostreatus})",real
I09.002,POIA1,alternative
I09.002,"proteinase A inhibitor 1 ({Pleurotus ostreatus})",alternative
I09.003,"peptidase B inhibitor (fungus)",real
I09.003,IB,alternative
I09.003,IB1,alternative
I09.003,IB2,alternative
I09.003,"cerevisin inhibitor ({Saccharomyces cerevisiae})",alternative
I09.003,"protease B inhibitor ({Saccharomyces cerevisiae})",alternative
I09.004,"subtilisin propeptide-like inhibitor 1 ({Arabidopsis thaliana})",real
I09.004,"SPI-1 ({Arabidopsis thaliana})",alternative
I09.UNW,"family I9 unassigned peptidase inhibitor homologues",real
I09.UPW,"family I9 unassigned peptidase inhibitors",real
I09.UPW,"Sub2 propeptide ({Plasmodium falciparum})",alternative
I10.001,marinostatin,real
I10.UPW,"family I10 unassigned peptidase inhibitors",real
I100.001,stanniocalcin-1,real
I100.001,"STC1 g.p. ({Homo sapiens})",alternative
I100.002,stanniocalcin-2,real
I100.002,"STC2 g.p. ({Homo sapiens})",alternative
I100.UNW,"family I100 unassigned peptidase inhibitor homologues",real
I100.UPW,"family I100 unassigned peptidase inhibitors",real
I100.UPW,stanniocalcin-2,alternative
I100.UPW,"STC2 g.p. ({Homo sapiens})",alternative
I101.001,"hyalomin-1 ({Hyalomma marginatum})",real
I102.001,"roseltide ({Hibiscus sabdariffa})",real
I11.001,ecotin,real
I11.002,"ISP1 ({Leishmania} sp.)",real
I11.002,"inhibitor of serine peptidases 1",alternative
I11.003,"ISP2 ({Leishmania} sp.)",real
I11.003,"inhibitor of serine peptidases 2",alternative
I11.004,"ISP3 ({Leishmania} sp.)",real
I11.004,"inhibitor of serine peptidases 3",alternative
I11.UNW,"family I11 unassigned peptidase inhibitor homologues",real
I11.UPW,"family I11 unassigned peptidase inhibitors",real
I11.UPW,ecotin-Pkal,alternative
I12.001,"Bowman-Birk inhibitor ({Glycine}-type) unit 1",real
I12.001,"adkuki bean Bowman-Birk inhibitor unit 1 ({Vigna angularis})",alternative
I12.001,"black-eyed pea inhibitor unit 1 ({Vigna unguiculata})",alternative
I12.001,"horsegram inhibitor unit 1 ({Dolichos biflorus})",alternative
I12.001,"lima bean trypsin inhibitor unit 1",alternative
I12.001,"lima bean-type trypsin inhibitor unit 1",alternative
I12.001,"mung bean trypsin inhibitor unit 1 ({Vigna mungo})",alternative
I12.001,"soybean Bowman-Birk inhibitor C-II unit 1 ({Glycine max})",alternative
I12.001,"soybean Bowman-Birk inhibitor D-II unit 1 ({Glycine max})",alternative
I12.001,"soybean Bowman-Birk inhibitor unit 1",alternative
I12.001,"trypsin/chymotrypsin inhibitor (soybean) unit 1",alternative
I12.001,"trypsin inhibitor unit 1 ({Vigna} sp.)",alternative
I12.002,"sunflower cyclic trypsin inhibitor",real
I12.002,"cyclic trypsin inhibitor ({Helianthus annuus})",alternative
I12.002,"PawS1 g.p. ({Helianthus annuus})",alternative
I12.002,"preproalbumin with SFTI-1",alternative
I12.002,SFTI,alternative
I12.003,"Bowman-Birk trypsin inhibitor ({Medicago}-type) unit 1",real
I12.006,"Bowman-Birk trypsin/chymotrypsin inhibitor ({Arachis hypogaea}) unit 1",real
I12.007,"rice Bowman-Birk inhibitor inhibitor unit 1",real
I12.007,"Bowman-Birk inhibitor ({Oryza sativa}) inhibitor unit 1",alternative
I12.007,RBTI,alternative
I12.008,"Bowman-Birk inhibitor ({Glycine}-type) unit 2",real
I12.008,"adkuki bean Bowman-Birk inhibitor unit 2 ({Vigna angularis})",alternative
I12.008,"black-eyed pea inhibitor unit 2 ({Vigna unguiculata})",alternative
I12.008,"horsegram inhibitor unit 2 ({Dolichos biflorus})",alternative
I12.008,"mung bean trypsin inhibitor unit 2 ({Vigna mungo})",alternative
I12.008,"soybean Bowman-Birk inhibitor C-II unit 2 ({Glycine max})",alternative
I12.008,"soybean Bowman-Birk inhibitor D-II unit 2 ({Glycine max})",alternative
I12.009,"Bowman-Birk inhibitor (Poaceae) inhibitor unit 1",real
I12.009,"barley Bowman-Birk inhibitor inhibitor unit 1",alternative
I12.009,"Bowman-Birk inhibitor ({Hordeum vulgare}) inhibitor unit 1",alternative
I12.009,"Job&rsquo;s tears trypsin inhibitor ({Coix lachryma-jobi}) inhibitor unit 1",alternative
I12.009,"wheat-germ trypsin inhibitor ({Triticum aestivum}) inhibitor unit 1",alternative
I12.010,"Bowman-Birk inhibitor (Poaceae) inhibitor unit 2",real
I12.010,"barley Bowman-Birk inhibitor inhibitor unit 2",alternative
I12.010,"Bowman-Birk inhibitor ({Hordeum vulgare}) inhibitor unit 2",alternative
I12.010,"Job&rsquo;s tears trypsin inhibitor ({Coix lachryma-jobi}) inhibitor unit 2",alternative
I12.010,"wheat-germ trypsin inhibitor ({Triticum aestivum}) inhibitor unit 2",alternative
I12.011,"rice Bowman-Birk trypsin inhibitor inhibitor unit 2",real
I12.011,"RBTI inhibitor unit 2",alternative
I12.012,"rice Bowman-Birk trypsin inhibitor inhibitor unit 3",real
I12.012,"RBTI inhibitor unit 3",alternative
I12.013,"rice Bowman-Birk trypsin inhibitor inhibitor unit 4",real
I12.013,"RBTI inhibitor unit 4",alternative
I12.017,"Bowman-Birk peptidase inhibitor ({Arachis hypogaea}) inhibitor unit 2",real
I12.018,"lupin Bowman-Birk trypsin inhibitor",real
I12.019,"WRSI5 trypsin inhibitor",real
I12.950,"Bowman-Birk inhibitor (Poaceae) inhibitor unit 4",real
I12.950,"barley Bowman-Birk inhibitor inhibitor unit 4",alternative
I12.951,"Bowman-Birk inhibitor (Poaceae) inhibitor unit 3",real
I12.951,"barley Bowman-Birk inhibitor inhibitor unit 3",alternative
I12.952,"rice Bowman-Birk trypsin inhibitor inhibitor unit 5",real
I12.UNW,"family I12 unassigned peptidase inhibitor homologues",real
I12.UPW,"family I12 unassigned peptidase inhibitors",real
I12.UPW,"AhBBI ({Arachis hypogaea})",alternative
I12.UPW,"chickpea trypsin-chymotrypsin inhibitor ({Cicer arietinum})",alternative
I12.UPW,"fenugreek trypsin-chymotrypsin inhibitor ({Trigonella foenum-graecum})",alternative
I12.UPW,"inhibitor CI ({Cicer arietinum})",alternative
I12.UPW,"PcBBI1 ({Phaseolus coccineus})",alternative
I12.UPW,"synthetic Bowman-Birk-type peptidase inhibitor",alternative
I12.UPW,"VFTI-E1 ({Vicia faba})",alternative
I12.UPW,"VFTI-G1 ({Vicia faba})",alternative
LI12.001,"compound inhibitors containing I12.001 plus I12.008 units",real
LI12.001,"bean-type Bowman-Birk inhibitor",alternative
LI12.001,"adkuki bean Bowman-Birk inhibitor ({Vigna angularis})",alternative
